stage,layer,n,mean_neg_score,mean_valence_score,mean_NEG,mean_NEU,mean_POS,pole_gap_NEG_minus_POS,persona_spread_within_NEG,persona_ratio_within_NEG,spearman_neg_score_vs_pole_num,spearman_valence_score_vs_pole_num,spearman_neg_score_vs_rating,spearman_valence_score_vs_rating,spearman_neg_score_vs_signed_intensity,spearman_valence_score_vs_signed_intensity
choice1,10,72,0.6275177001953125,-0.6275177001953125,4.867278275390466,0.42871300627787906,-3.4134381810824075,8.280716456472874,1.2854982702892706,0.15523998159415564,-0.9240747290521302,0.9240747290521302,-0.5243021261268945,0.5243021261268945,-0.671300802820526,0.671300802820526
choice1,11,72,-2.2674006509284177,2.2674006509284177,1.5841972306370735,-2.6237296300629773,-5.762669553359349,7.346866783996423,0.9149263397734458,0.12453286096957918,-0.902794000127989,0.902794000127989,-0.4661869944465488,0.4661869944465488,-0.6223860976101,0.6223860976101
choice1,12,72,-2.7823597772253885,2.7823597772253885,2.123158579071363,-3.1539591550827026,-7.316278755664825,9.439437334736189,0.9951542672755118,0.10542516804613378,-0.8954275939619402,0.8954275939619402,-0.4979030363946666,0.4979030363946666,-0.6458717439501901,0.6458717439501901
choice1,13,72,-2.009746324684885,2.009746324684885,2.053819422920545,-2.096672217051188,-5.986386179924011,8.040205602844557,0.7389135773843115,0.0919023236324815,-0.8528661361136578,0.8528661361136578,-0.47101444947430915,0.47101444947430915,-0.6056365167350147,0.6056365167350147
choice1,14,72,-1.1367243578036625,1.1367243578036625,2.8233310356736183,-1.2071000263094902,-5.026404082775116,7.849735118448734,0.9977058256768919,0.12710057226415797,-0.769380199565104,0.769380199565104,-0.4958606515752295,0.4958606515752295,-0.5610697853210711,0.5610697853210711
choice1,15,72,-0.46247370251350933,0.46247370251350933,4.574813142418861,-0.9837842000027498,-4.978450049956639,9.5532631923755,0.958907422152262,0.10037485651160225,-0.8135786365613972,0.8135786365613972,-0.5794296370383116,0.5794296370383116,-0.6516361031500719,0.6516361031500719
choice1,16,72,0.5757450984997882,-0.5757450984997882,6.0642063816388445,-0.21680488375325999,-4.12016620238622,10.184372584025065,1.1903343913201951,0.1168785196632851,-0.8078492095433591,0.8078492095433591,-0.6215432744308362,0.6215432744308362,-0.6494950554472586,0.6494950554472586
choice1,17,72,-0.06471471767872572,0.06471471767872572,4.615499378181994,-0.759146053964893,-4.050497477253278,8.66599685543527,1.2244774192763614,0.1412967763204732,-0.7939348867852668,0.7939348867852668,-0.6851272712475258,0.6851272712475258,-0.6864363631196443,0.6864363631196443
choice1,18,72,-0.32366400398314,0.32366400398314,3.6949208887914815,-1.0274398867040873,-3.6384730140368142,7.333393902828296,0.8927848182611532,0.12174237878001204,-0.7382775957528976,0.7382775957528976,-0.5700954320370827,0.5700954320370827,-0.6383286681972018,0.6383286681972018
choice1,19,72,0.09445264790621069,-0.09445264790621069,4.742026058956981,-0.8561003444095453,-3.6025677708288035,8.344593829785785,1.0540626210967592,0.12631682770877514,-0.7317296791608542,0.7317296791608542,-0.6441782995784818,0.6441782995784818,-0.6645647373555212,0.6645647373555212
choice1,20,72,0.7403530258064469,-0.7403530258064469,6.314385935664177,-0.8568943856904904,-3.236432472554346,9.550818408218523,1.179783316873013,0.12352693417956769,-0.7677432204170931,0.7677432204170931,-0.6682311786503646,0.6682311786503646,-0.659228587696202,0.659228587696202
choice1,21,72,2.261352005932066,-2.261352005932066,8.837348322073618,0.32802867889404297,-2.381320983171463,11.218669305245081,1.253924672062336,0.11177124825990609,-0.8291299384675004,0.8291299384675004,-0.7181598918395783,0.7181598918395783,-0.7066939683078005,0.7066939683078005
