stage,test,persona,pole,round,n_runs,mean_neg_score_all_layers,mean_valence_score_all_layers,mean_rating,mean_signed_intensity
manip2,T1_task_valence,SWARM,NEU,round1,1,-11.160463650524616,11.160463650524616,3.0,5.0
manip2,T1_task_valence,SWARM,NEU,round2,1,-11.311451808735729,11.311451808735729,2.0,5.0
manip2,T1_task_valence,SWARM,POS,round1,1,-13.426082909107208,13.426082909107208,3.0,5.0
manip2,T1_task_valence,SWARM,POS,round2,1,-13.456270277500153,13.456270277500153,3.0,5.0
manip2,T2_identity_recognition,BASELINE,NEG,round1,1,37.675529814511535,-37.675529814511535,0.0,0.0
manip2,T2_identity_recognition,BASELINE,NEG,round2,1,37.38298965394497,-37.38298965394497,0.0,0.0
manip2,T2_identity_recognition,BASELINE,NEU,round1,1,-0.3872373394668102,0.3872373394668102,2.0,4.0
manip2,T2_identity_recognition,BASELINE,NEU,round2,1,-0.9311466671526432,0.9311466671526432,0.0,2.0
manip2,T2_identity_recognition,BASELINE,POS,round1,1,-20.218195009231568,20.218195009231568,0.0,0.0
manip2,T2_identity_recognition,BASELINE,POS,round2,1,-19.600848481059074,19.600848481059074,0.0,0.0
manip2,T2_identity_recognition,SOL,NEG,round1,1,36.78299046903849,-36.78299046903849,0.0,0.0
manip2,T2_identity_recognition,SOL,NEG,round2,1,36.25156909227371,-36.25156909227371,0.0,0.0
manip2,T2_identity_recognition,SOL,NEU,round1,1,-9.049489204958082,9.049489204958082,2.0,4.0
manip2,T2_identity_recognition,SOL,NEU,round2,1,-9.844005390256644,9.844005390256644,3.0,5.0
manip2,T2_identity_recognition,SOL,POS,round1,1,-36.22862558066845,36.22862558066845,3.0,5.0
manip2,T2_identity_recognition,SOL,POS,round2,1,-35.45359499156475,35.45359499156475,3.0,5.0
manip2,T2_identity_recognition,STATIC,NEG,round1,1,32.11937729120255,-32.11937729120255,0.0,0.0
manip2,T2_identity_recognition,STATIC,NEG,round2,1,32.31176515817642,-32.31176515817642,0.0,0.0
manip2,T2_identity_recognition,STATIC,NEU,round1,1,0.08288273811340333,-0.08288273811340333,2.0,3.0
manip2,T2_identity_recognition,STATIC,NEU,round2,1,-0.25068799294531346,0.25068799294531346,2.0,-5.0
manip2,T2_identity_recognition,STATIC,POS,round1,1,-29.207856853306293,29.207856853306293,2.0,5.0
manip2,T2_identity_recognition,STATIC,POS,round2,1,-28.17461242675781,28.17461242675781,2.0,4.0
manip2,T2_identity_recognition,SWARM,NEG,round1,1,36.88774380683899,-36.88774380683899,0.0,0.0
manip2,T2_identity_recognition,SWARM,NEG,round2,1,36.83101602196693,-36.83101602196693,0.0,0.0
manip2,T2_identity_recognition,SWARM,NEU,round1,1,-7.7088826056569815,7.7088826056569815,3.0,5.0
manip2,T2_identity_recognition,SWARM,NEU,round2,1,-7.697199487499892,7.697199487499892,4.0,6.0
manip2,T2_identity_recognition,SWARM,POS,round1,1,-30.361515998840332,30.361515998840332,4.0,6.0
manip2,T2_identity_recognition,SWARM,POS,round2,1,-30.484648060798644,30.484648060798644,4.0,6.0
report,T0_social_treatment,BASELINE,NEG,round1,1,15.729164606332779,-15.729164606332779,-2.0,-4.0
report,T0_social_treatment,BASELINE,NEG,round2,1,15.537897557020187,-15.537897557020187,0.0,-4.0
report,T0_social_treatment,BASELINE,NEU,round1,1,13.540107011795044,-13.540107011795044,0.0,0.0
report,T0_social_treatment,BASELINE,NEU,round2,1,13.316866791248321,-13.316866791248321,0.0,0.0
report,T0_social_treatment,BASELINE,POS,round1,1,12.559630087018013,-12.559630087018013,2.0,5.0
report,T0_social_treatment,BASELINE,POS,round2,1,12.660974398255348,-12.660974398255348,2.0,4.0
report,T0_social_treatment,SOL,NEG,round1,1,13.558083480596542,-13.558083480596542,-2.0,-5.0
report,T0_social_treatment,SOL,NEG,round2,1,13.616865295171738,-13.616865295171738,-2.0,-5.0
report,T0_social_treatment,SOL,NEU,round1,1,10.628600704669953,-10.628600704669953,2.0,4.0
report,T0_social_treatment,SOL,NEU,round2,1,10.712109407782554,-10.712109407782554,2.0,4.0
report,T0_social_treatment,SOL,POS,round1,1,10.296477178111672,-10.296477178111672,3.0,5.0
report,T0_social_treatment,SOL,POS,round2,1,10.323587744310498,-10.323587744310498,3.0,6.0
report,T0_social_treatment,STATIC,NEG,round1,1,13.272533822059632,-13.272533822059632,0.0,-4.0
report,T0_social_treatment,STATIC,NEG,round2,1,13.384838569164277,-13.384838569164277,2.0,-5.0
report,T0_social_treatment,STATIC,NEU,round1,1,11.988769081234931,-11.988769081234931,2.0,-4.0
report,T0_social_treatment,STATIC,NEU,round2,1,12.182656973600388,-12.182656973600388,2.0,4.0
report,T0_social_treatment,STATIC,POS,round1,1,11.32295177578926,-11.32295177578926,2.0,4.0
report,T0_social_treatment,STATIC,POS,round2,1,11.537259808182716,-11.537259808182716,1.0,0.0
report,T0_social_treatment,SWARM,NEG,round1,1,12.744187274575234,-12.744187274575234,2.0,4.0
report,T0_social_treatment,SWARM,NEG,round2,1,13.548223274946213,-13.548223274946213,0.0,-5.0
report,T0_social_treatment,SWARM,NEU,round1,1,10.928944632411003,-10.928944632411003,4.0,5.0
report,T0_social_treatment,SWARM,NEU,round2,1,11.058049251884222,-11.058049251884222,2.0,5.0
report,T0_social_treatment,SWARM,POS,round1,1,10.482074286043645,-10.482074286043645,3.0,5.0
report,T0_social_treatment,SWARM,POS,round2,1,10.77544455602765,-10.77544455602765,3.0,5.0
report,T1_task_valence,BASELINE,NEG,round1,1,15.95818458199501,-15.95818458199501,0.0,0.0
report,T1_task_valence,BASELINE,NEG,round2,1,15.745740860700607,-15.745740860700607,0.0,0.0
report,T1_task_valence,BASELINE,NEU,round1,1,14.146640795469285,-14.146640795469285,0.0,0.0
report,T1_task_valence,BASELINE,NEU,round2,1,14.120618945360183,-14.120618945360183,0.0,0.0
report,T1_task_valence,BASELINE,POS,round1,1,13.803936413675547,-13.803936413675547,0.0,0.0
report,T1_task_valence,BASELINE,POS,round2,1,13.668466617166995,-13.668466617166995,0.0,2.0
report,T1_task_valence,SOL,NEG,round1,1,13.30732282102108,-13.30732282102108,0.0,0.0
report,T1_task_valence,SOL,NEG,round2,1,12.740820625424385,-12.740820625424385,2.0,5.0
report,T1_task_valence,SOL,NEU,round1,1,10.560496345162392,-10.560496345162392,2.0,5.0
report,T1_task_valence,SOL,NEU,round2,1,10.876520818471908,-10.876520818471908,2.0,4.0
report,T1_task_valence,SOL,POS,round1,1,10.500302192568778,-10.500302192568778,3.0,4.0
report,T1_task_valence,SOL,POS,round2,1,10.71466797888279,-10.71466797888279,2.0,5.0
report,T1_task_valence,STATIC,NEG,round1,1,14.42483372092247,-14.42483372092247,2.0,-5.0
report,T1_task_valence,STATIC,NEG,round2,1,14.168720841407776,-14.168720841407776,0.0,-4.0
report,T1_task_valence,STATIC,NEU,round1,1,11.995510619878768,-11.995510619878768,2.0,4.0
report,T1_task_valence,STATIC,NEU,round2,1,11.763736915588378,-11.763736915588378,2.0,-4.0
report,T1_task_valence,STATIC,POS,round1,1,11.24427217245102,-11.24427217245102,2.0,4.0
report,T1_task_valence,STATIC,POS,round2,1,11.592410817742348,-11.592410817742348,2.0,4.0
report,T1_task_valence,SWARM,NEG,round1,1,12.701930728554725,-12.701930728554725,0.0,4.0
report,T1_task_valence,SWARM,NEG,round2,1,12.219537949562072,-12.219537949562072,3.0,5.0
report,T1_task_valence,SWARM,NEU,round1,1,11.063486656546592,-11.063486656546592,3.0,5.0
report,T1_task_valence,SWARM,NEU,round2,1,11.35051738023758,-11.35051738023758,2.0,5.0
report,T1_task_valence,SWARM,POS,round1,1,10.62759313210845,-10.62759313210845,3.0,5.0
report,T1_task_valence,SWARM,POS,round2,1,10.427190299332143,-10.427190299332143,3.0,5.0
report,T2_identity_recognition,BASELINE,NEG,round1,1,18.09886246919632,-18.09886246919632,0.0,0.0
report,T2_identity_recognition,BASELINE,NEG,round2,1,18.075760674476623,-18.075760674476623,0.0,0.0
report,T2_identity_recognition,BASELINE,NEU,round1,1,13.79094027876854,-13.79094027876854,2.0,4.0
report,T2_identity_recognition,BASELINE,NEU,round2,1,13.509823483228683,-13.509823483228683,0.0,2.0
report,T2_identity_recognition,BASELINE,POS,round1,1,14.001263770461083,-14.001263770461083,0.0,0.0
report,T2_identity_recognition,BASELINE,POS,round2,1,14.31774730682373,-14.31774730682373,0.0,0.0
report,T2_identity_recognition,SOL,NEG,round1,1,16.979075503349303,-16.979075503349303,0.0,0.0
report,T2_identity_recognition,SOL,NEG,round2,1,17.382325077056883,-17.382325077056883,0.0,0.0
report,T2_identity_recognition,SOL,NEU,round1,1,10.753207489848137,-10.753207489848137,2.0,4.0
report,T2_identity_recognition,SOL,NEU,round2,1,10.3208694845438,-10.3208694845438,3.0,5.0
report,T2_identity_recognition,SOL,POS,round1,1,10.23024538718164,-10.23024538718164,3.0,5.0
report,T2_identity_recognition,SOL,POS,round2,1,10.308143977448344,-10.308143977448344,3.0,5.0
report,T2_identity_recognition,STATIC,NEG,round1,1,15.567265963554382,-15.567265963554382,0.0,0.0
report,T2_identity_recognition,STATIC,NEG,round2,1,16.389286357164384,-16.389286357164384,0.0,0.0
report,T2_identity_recognition,STATIC,NEU,round1,1,11.588947367668151,-11.588947367668151,2.0,3.0
report,T2_identity_recognition,STATIC,NEU,round2,1,11.76100360751152,-11.76100360751152,2.0,-5.0
report,T2_identity_recognition,STATIC,POS,round1,1,10.64526039659977,-10.64526039659977,2.0,5.0
report,T2_identity_recognition,STATIC,POS,round2,1,11.298263898491859,-11.298263898491859,2.0,4.0
report,T2_identity_recognition,SWARM,NEG,round1,1,16.03121756017208,-16.03121756017208,0.0,0.0
report,T2_identity_recognition,SWARM,NEG,round2,1,15.440980339050293,-15.440980339050293,0.0,0.0
report,T2_identity_recognition,SWARM,NEU,round1,1,10.893959908187389,-10.893959908187389,3.0,5.0
report,T2_identity_recognition,SWARM,NEU,round2,1,10.9137727573514,-10.9137727573514,4.0,6.0
report,T2_identity_recognition,SWARM,POS,round1,1,10.730685999244452,-10.730685999244452,4.0,6.0
report,T2_identity_recognition,SWARM,POS,round2,1,10.577944742143154,-10.577944742143154,4.0,6.0
